,user,churnedAfterSix,weekNumber,article,diary,message,recipe,weight,numberEvents,delta_numberEvents,messageCount_group,messageCount_private,sentiment_group,sentiment_private,questionsAsked_group,questionsAsked_private,emojisUsed_group,emojisUsed_private,mentionedScales_group,mentionedScales_private,mentionedTracker_group,mentionedTracker_private,delta_messageCount_group,delta_messageCount_private,delta_sentiment_group,delta_sentiment_private,delta_questionsAsked_group,delta_questionsAsked_private,delta_emojisUsed_group,delta_emojisUsed_private,delta_mentionedScales_group,delta_mentionedScales_private,delta_mentionedTracker_group,delta_mentionedTracker_private
1534,5cd817ba10f57a130a5b625b,False,1,3.0,4.0,1.0,0.0,9.0,16.0,15.0,1.0,0.0,0.462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,5cd817ba10f57a130a5b625b,False,2,3.0,4.0,0.0,0.0,3.0,10.0,-6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,5cd817ba10f57a130a5b625b,False,3,5.0,0.0,0.0,0.0,2.0,7.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,5cd817ba10f57a130a5b625b,False,4,3.0,0.0,3.0,0.0,3.0,6.0,-1.0,3.0,0.0,0.135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,5cd817ba10f57a130a5b625b,False,5,6.0,0.0,5.0,0.0,1.0,7.0,1.0,5.0,0.0,0.475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,5cd817ba10f57a130a5b625b,False,6,0.0,0.0,4.0,0.0,3.0,3.0,-4.0,4.0,0.0,0.432,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1540,5cd8227210f57a130a5b66bf,False,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.032,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,5cd8227210f57a130a5b66bf,False,1,4.0,3.0,4.0,0.0,6.0,13.0,13.0,4.0,0.0,0.08,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.048,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1542,5cd8227210f57a130a5b66bf,False,2,8.0,3.0,3.0,10.0,2.0,23.0,10.0,2.0,1.0,0.217,-0.035,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.137,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0
1543,5cd8227210f57a130a5b66bf,False,3,5.0,0.0,2.0,0.0,3.0,8.0,-15.0,1.0,1.0,0.302,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.086,0.184,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1544,5cd8227210f57a130a5b66bf,False,4,5.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,5cd8227210f57a130a5b66bf,False,5,4.0,0.0,0.0,0.0,1.0,5.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,5cd8227210f57a130a5b66bf,False,6,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,5cd8303ef2f52212d09483e6,False,0,8.0,1.0,3.0,0.0,3.0,12.0,0.0,1.0,1.0,0.292,0.241,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,5cd8303ef2f52212d09483e6,False,1,6.0,0.0,2.0,0.0,9.0,15.0,3.0,1.0,0.0,0.21,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.082,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,5cd8303ef2f52212d09483e6,False,2,6.0,14.0,8.0,0.0,10.0,30.0,15.0,3.0,5.0,0.352,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.143,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,5cd8303ef2f52212d09483e6,False,3,3.0,3.0,2.0,0.0,3.0,9.0,-21.0,1.0,1.0,0.104,-0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-0.248,-0.476,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,5cd8303ef2f52212d09483e6,False,4,4.0,0.0,2.0,0.0,2.0,6.0,-3.0,2.0,0.0,0.298,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,5cd8303ef2f52212d09483e6,False,5,1.0,0.0,3.0,0.0,3.0,4.0,-2.0,3.0,0.0,0.235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.063,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,5cd8303ef2f52212d09483e6,False,6,2.0,0.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,5cd841817f5ae812d8954305,False,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,5cd841817f5ae812d8954305,False,1,3.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0,,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,5cd841817f5ae812d8954305,False,2,1.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,5cd841817f5ae812d8954305,False,3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,5cd841817f5ae812d8954305,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,5cd841817f5ae812d8954305,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,5cd841817f5ae812d8954305,False,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,5cd857d38750b31341740a6d,False,0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,5cd857d38750b31341740a6d,False,1,6.0,0.0,4.0,0.0,9.0,15.0,5.0,1.0,3.0,0.363,-0.21,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1563,5cd857d38750b31341740a6d,False,2,6.0,6.0,3.0,0.0,4.0,16.0,1.0,2.0,1.0,0.083,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-0.281,0.41,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1564,5cd857d38750b31341740a6d,False,3,6.0,0.0,5.0,0.0,3.0,9.0,-7.0,1.0,4.0,0.246,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.164,-0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1565,5cd857d38750b31341740a6d,False,4,6.0,0.0,1.0,0.0,2.0,8.0,-1.0,0.0,1.0,,-0.141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,-0.311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
1566,5cd857d38750b31341740a6d,False,5,5.0,0.0,1.0,0.0,1.0,6.0,-2.0,0.0,1.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,5cd857d38750b31341740a6d,False,6,6.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,5cd858d4f2f52212d0949861,False,0,10.0,0.0,3.0,0.0,1.0,11.0,0.0,3.0,0.0,0.063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,5cd858d4f2f52212d0949861,False,1,5.0,0.0,13.0,0.0,4.0,9.0,-2.0,13.0,0.0,0.243,,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.18,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1570,5cd858d4f2f52212d0949861,False,2,6.0,0.0,20.0,0.0,3.0,9.0,0.0,14.0,6.0,0.063,0.086,13.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,-0.18,0.0,9.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0
1571,5cd858d4f2f52212d0949861,False,3,0.0,6.0,2.0,0.0,0.0,6.0,-3.0,1.0,1.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-5.0,0.006,-0.086,-13.0,-5.0,-4.0,-4.0,0.0,0.0,0.0,0.0
1572,5cd858d4f2f52212d0949861,False,4,0.0,0.0,7.0,0.0,1.0,1.0,-5.0,5.0,2.0,0.079,0.081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.01,0.081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,5cd858d4f2f52212d0949861,False,5,9.0,0.0,5.0,0.0,3.0,12.0,11.0,5.0,0.0,0.218,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.138,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1574,5cd858d4f2f52212d0949861,False,6,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1575,5cd8725df2f52212d094a7ed,False,0,10.0,0.0,4.0,0.0,3.0,13.0,0.0,4.0,0.0,0.213,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,5cd8725df2f52212d094a7ed,False,1,6.0,26.0,42.0,0.0,7.0,39.0,26.0,38.0,4.0,0.156,0.092,2.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,34.0,4.0,-0.058,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0
1577,5cd8725df2f52212d094a7ed,False,2,6.0,75.0,36.0,0.0,7.0,88.0,49.0,34.0,2.0,0.171,0.193,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,-4.0,-2.0,0.015,0.101,1.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,-1.0
1578,5cd8725df2f52212d094a7ed,False,3,6.0,73.0,44.0,0.0,4.0,83.0,-5.0,38.0,6.0,0.184,0.211,3.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.013,0.017,0.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0
1579,5cd8725df2f52212d094a7ed,False,4,6.0,82.0,28.0,0.0,7.0,95.0,12.0,22.0,6.0,0.188,0.15,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.004,-0.061,-2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
1580,5cd8725df2f52212d094a7ed,False,5,6.0,82.0,25.0,0.0,5.0,93.0,-2.0,25.0,0.0,0.121,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,-0.067,0.0,-1.0,-3.0,1.0,-1.0,0.0,0.0,0.0,0.0
1581,5cd8725df2f52212d094a7ed,False,6,6.0,80.0,24.0,0.0,2.0,88.0,-5.0,15.0,9.0,0.212,0.273,0.0,3.0,6.0,5.0,0.0,0.0,1.0,0.0,-10.0,9.0,0.091,0.0,0.0,3.0,-3.0,5.0,0.0,0.0,1.0,0.0
1582,5cd879c68750b31341741e71,False,0,0.0,0.0,11.0,0.0,3.0,3.0,0.0,11.0,0.0,0.127,,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,5cd879c68750b31341741e71,False,1,6.0,28.0,25.0,0.0,3.0,37.0,34.0,23.0,2.0,0.167,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.039,0.0,-4.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0
1584,5cd879c68750b31341741e71,False,2,6.0,8.0,34.0,0.0,1.0,15.0,-22.0,34.0,0.0,0.167,,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,-2.0,0.001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,5cd879c68750b31341741e71,False,3,6.0,0.0,3.0,0.0,1.0,7.0,-8.0,3.0,0.0,0.115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,-0.053,0.0,-4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1586,5cd879c68750b31341741e71,False,4,6.0,0.0,16.0,0.0,3.0,9.0,2.0,16.0,0.0,0.117,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.002,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1587,5cd879c68750b31341741e71,False,5,6.0,0.0,6.0,0.0,0.0,6.0,-3.0,6.0,0.0,0.059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-0.058,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
1588,5cd879c68750b31341741e71,False,6,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,5cd87b758750b31341741ff6,False,0,10.0,2.0,1.0,0.0,3.0,15.0,0.0,1.0,0.0,0.266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,5cd87b758750b31341741ff6,False,1,6.0,2.0,5.0,0.0,4.0,12.0,-3.0,5.0,0.0,0.268,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1591,5cd87b758750b31341741ff6,False,2,5.0,9.0,8.0,0.0,5.0,19.0,7.0,7.0,1.0,0.319,-0.219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,5cd87b758750b31341741ff6,False,3,6.0,0.0,2.0,0.0,3.0,9.0,-10.0,2.0,0.0,0.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,-0.078,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1593,5cd87b758750b31341741ff6,False,4,6.0,0.0,1.0,0.0,2.0,8.0,-1.0,1.0,0.0,0.813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,5cd87b758750b31341741ff6,False,5,6.0,2.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,5cd87b758750b31341741ff6,False,6,2.0,0.0,0.0,0.0,1.0,3.0,-7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,5cd88897f2f52212d094b570,False,0,10.0,0.0,4.0,0.0,0.0,10.0,0.0,3.0,1.0,0.147,0.319,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,5cd88897f2f52212d094b570,False,1,6.0,19.0,23.0,19.0,4.0,48.0,38.0,21.0,2.0,0.207,0.154,4.0,1.0,21.0,1.0,0.0,0.0,1.0,0.0,18.0,1.0,0.06,-0.164,4.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0
1598,5cd88897f2f52212d094b570,False,2,4.0,15.0,9.0,0.0,2.0,21.0,-27.0,6.0,3.0,0.196,0.286,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,-15.0,1.0,-0.011,0.131,-3.0,0.0,-19.0,11.0,0.0,0.0,-1.0,0.0
1599,5cd88897f2f52212d094b570,False,3,6.0,0.0,8.0,0.0,2.0,8.0,-13.0,7.0,1.0,0.106,0.141,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-0.09,-0.144,2.0,0.0,11.0,-12.0,0.0,0.0,0.0,0.0
1600,5cd88897f2f52212d094b570,False,4,4.0,0.0,1.0,0.0,2.0,6.0,-2.0,0.0,1.0,,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.205,-3.0,-1.0,-13.0,0.0,0.0,0.0,0.0,0.0
1601,5cd88897f2f52212d094b570,False,5,1.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,5cd88897f2f52212d094b570,False,6,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.157,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1603,5cd891627f5ae812d8956f58,False,0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,5cd891627f5ae812d8956f58,False,1,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,5cd891627f5ae812d8956f58,False,2,0.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,0.204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,5cd891627f5ae812d8956f58,False,3,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,5cd891627f5ae812d8956f58,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,5cd891627f5ae812d8956f58,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,5cd891627f5ae812d8956f58,False,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,5cd89558f2f52212d094bd8e,NA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,5cd89558f2f52212d094bd8e,NA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,5cd89558f2f52212d094bd8e,NA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,5cd89558f2f52212d094bd8e,NA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,5cd89558f2f52212d094bd8e,NA,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,5cd89558f2f52212d094bd8e,NA,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,5cd89558f2f52212d094bd8e,NA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,5cd93357f2f52212d09501ba,False,0,10.0,0.0,8.0,0.0,1.0,11.0,0.0,4.0,4.0,0.198,0.208,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,5cd93357f2f52212d09501ba,False,1,4.0,0.0,18.0,0.0,2.0,6.0,-5.0,18.0,0.0,0.245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-4.0,0.047,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,5cd93357f2f52212d09501ba,False,2,1.0,0.0,2.0,0.0,0.0,1.0,-5.0,0.0,2.0,,0.086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,5cd93357f2f52212d09501ba,False,3,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,5cd93357f2f52212d09501ba,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,5cd93357f2f52212d09501ba,False,5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,5cd93357f2f52212d09501ba,False,6,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,0.047,0.267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-6.0,0.0,0.165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,5cd935e58750b3134174703f,False,0,7.0,0.0,1.0,0.0,2.0,9.0,0.0,1.0,0.0,0.026,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,5cd935e58750b3134174703f,False,1,0.0,0.0,6.0,0.0,0.0,0.0,-9.0,2.0,4.0,0.281,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,5cd935e58750b3134174703f,False,2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,-0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,5cd935e58750b3134174703f,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
